CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,
"9011","BUSN 305","4","Introduction to Data Analytics","3","","Lec","TR","1930-2045","LUTR 105","Lamprecht, Donna","5","Open","14","19","","","","",
"9012","BUSN 311","1","Marketing Management","3","","Lec","MWF","0900-0950","FORBES 2088","Scrofani, Lydia","3","Open","12","15","","","","",
"9014","BUSN 311","3","Marketing Management","3","","Lec","MWF","1100-1150","MCM 110","Hettche, Matthew","-2","Closed","26","24","","","","",
"9015","BUSN 311","4","Marketing Management","3","","Lec","MWF","1200-1250","MCM 110","Scrofani, Lydia","1","Open","17","18","","","","",
"9016","BUSN 311","5","Marketing Management","3","","Lec","TR","1330-1445","LUTR 137","Hettche, Matthew","0","Closed","24","24","","","","",
"9017","BUSN 317","1","Sales Skills","3","","Lec","MWF","1300-1350","LUTR 131","Scrofani, Lydia","0","Closed","15","15","","","","",
"9018","BUSN 323","1","Corporate Finance","3","","Lec","MWF","1000-1050","LUTR 123","Chen, Xian","0","Closed","24","24","","","","",
"9019","BUSN 323","2","Corporate Finance","3","","Lec","MWF","1200-1250","LUTR 123","Chen, Xian","1","Open","23","24","","","","",
"9022","BUSN 323","5","Corporate Finance","3","","Lec","MW","1600-1715","LUTR 242","Ji, Xiuqing","0","Closed","24","24","","","","",
"9023","BUSN 323","6","Corporate Finance","3","","Lec","MW","1800-1915","LUTR 123","Ji, Xiuqing","8","Open","16","24","","","","",
"9024","BUSN 351","1","Business Law I","3","","Lec","TR","1630-1745","TRIB 208","Edgar, Frank","2","Open","17","19","","","","",
"9025","BUSN 370","1","Acct Info Sys &amp; Data Analytics","3","","Lec","TR","1100-1215","LUTR 109","Chung, Keun Ho","0","Closed","24","24","","","","",
"9026","BUSN 418","1","Strategic Management","3","","Lec","MWF","0800-0850","LUTR 264","Walker, Scott","3","Open","21","24","","","","",
"9028","BUSN 418","2","Strategic Management","3","","Lec","MWF","0900-0950","LUTR 264","Walker, Scott","-1","Closed","25","24","","","","",
"9030","BUSN 418","4","Strategic Management","3","","Lec","MWF","1200-1250","LUTR 142","Walker, Scott","0","Closed","24","24","","","","",
"9031","BUSN 418","5","Strategic Management","3","","Lec","MWF","1300-1350","LUTR 142","Walker, Scott","1","Open","23","24","","","","",
"9032","BUSN 448","1","Enterprise Management","3","","Lec","TR","0930-1045","LUTR 264","Bursaw, Curtis","0","Closed","24","24","","","","",
"9427","BUSN 499","1","IND ST: STR &amp; LTR Rates of Use","1","","Ind","","","ARR ","Donaldson, William","-1","Closed","1","0","","","","",
"9262","CELL 231","1","Applied Music: Cello","1","","Lab","","","ARR ","Phillips, Rebecca","-1","Closed","1","0","","","","",
"8105","CHEM 103","1R","Introductory Chemistry I","3","  AINW","Lec","TR","1330-1445","FORBES 1022","Webb, Lisa","10","Open","85","95","","","","",
"8106","CHEM 103L","1R","Introductory Chemistry Lab I","1","  AINW","Lab","M","0800-1050","FORBES 3009","Okumu, Antony","10","Open","14","24","","","","",
"8107","CHEM 103L","2R","Introductory Chemistry Lab I","1","  AINW","Lab","W","0800-1050","FORBES 3009","Okumu, Antony","4","Open","20","24","","","","",
"8108","CHEM 103L","3R","Introductory Chemistry Lab I","1","  AINW","Lab","F","0800-1050","FORBES 3009","Okumu, Antony","6","Open","18","24","","","","",
"8109","CHEM 121","1M","General Chemistry I","3","  AINW","Lec","MWF","1000-1050","FORBES 1022","Cole, Kathryn","11","Open","84","95","","","","",
"8110","CHEM 121","2M","General Chemistry I","3","  AINW","Lec","MWF","1300-1350","MCM 101","Higgs, Andrew","6","Open","89","95","","","","",
"8111","CHEM 121","3M","General Chemistry I","3","  AINW","Lec","MWF","1500-1550","FORBES 1022","Higgs, Andrew","9","Open","39","48","","","","",
"8112","CHEM 121","4M","General Chemistry I","3","  AINW","Lec","MWF","0900-0950","FORBES 1022","Thorsen, Amanda","11","Open","37","48","","","","",
"8113","CHEM 121","5M","General Chemistry I","3","  AINW","Lec","TR","0930-1045","MCM 101","Gruber, Todd","8","Open","87","95","","","","",
"8123","CHEM 121L","10R","General Chemistry Lab I","1","  AINW","Lab","M","1800-2150","FORBES 3009","Eldredge, Patricia","1","Open","23","24","","","","",
"8124","CHEM 121L","11R","General Chemistry Lab I","1","  AINW","Lab","T","1800-2150","FORBES 3002","Hahn, Insu","1","Open","23","24","","","","",
"8125","CHEM 121L","12R","General Chemistry Lab I","1","  AINW","Lab","M","1300-1650","FORBES 3009","Shima, Sumie; Schultz, Andreanna","11","Open","13","24","","","","",
"8126","CHEM 121L","13R","General Chemistry Lab I","1","  AINW","Lab","R","1800-2150","FORBES 3002","Hahn, Insu","3","Open","21","24","","","","",
"9371","CHEM 121L","14","General Chemistry Lab I","1","  AINW","Lab","W","1800-2150","FORBES 3002","Forte, Steven","2","Open","22","24","","","","",
"9372","CHEM 121L","15","General Chemistry Lab I","1","  AINW","Lab","W","1800-2150","FORBES 3009","Eldredge, Patricia","3","Open","21","24","","","","",
"8114","CHEM 121L","1R","General Chemistry Lab I","1","  AINW","Lab","M","1300-1650","FORBES 3002","Shima, Sumie; Wright, Patrick","6","Open","18","24","","","","",
"8115","CHEM 121L","2R","General Chemistry Lab I","1","  AINW","Lab","T","1330-1720","FORBES 3002","Shima, Sumie; Wright, Patrick","4","Open","20","24","","","","",
"8116","CHEM 121L","3R","General Chemistry Lab I","1","  AINW","Lab","T","1330-1720","FORBES 3009","Shima, Sumie; Schultz, Andreanna","2","Open","22","24","","","","",
"8117","CHEM 121L","4R","General Chemistry Lab I","1","  AINW","Lab","W","1300-1650","FORBES 3002","Abdel-Fattah, Tarek","3","Open","21","24","","","","",
"8118","CHEM 121L","5R","General Chemistry Lab I","1","  AINW","Lab","W","1300-1650","FORBES 3009","Thorsen, Amanda","5","Open","19","24","","","","",
"8119","CHEM 121L","6R","General Chemistry Lab I","1","  AINW","Lab","R","1330-1720","FORBES 3002","Shima, Sumie; Wright, Patrick","1","Open","23","24","","","","",
"8120","CHEM 121L","7R","General Chemistry Lab I","1","  AINW","Lab","R","1330-1720","FORBES 3009","Shima, Sumie; Schultz, Andreanna","4","Open","20","24","","","","",
"8121","CHEM 121L","8R","General Chemistry Lab I","1","  AINW","Lab","T","0800-1150","FORBES 3002","Shima, Sumie","3","Open","21","24","","","","",
"8122","CHEM 121L","9R","General Chemistry Lab I","1","  AINW","Lab","M","1800-2150","FORBES 3002","Hahn, Insu","4","Open","20","24","","","","",
"8127","CHEM 122","1","General Chemistry II","3","  AINW","Lec","MWF","1100-1150","FORBES 2015","Shima, Sumie","24","Open","24","48","","","","",
"8129","CHEM 221","2","Organic Chemistry I","3","","Lec","MWF","0800-0850","FORBES 1022","Carney, Jeffrey","8","Open","78","86","","","","",
"8130","CHEM 221","3","Organic Chemistry I","3","","Lec","MWF","1200-1250","FORBES 1022","Liskin, Dmitry","7","Open","87","94","","","","",
"8131","CHEM 221L","1","Organic Chemistry Lab I","1","","Lab","T","0830-1220","FORBES 3052","Carney, Tiffany","1","Open","23","24","","","","",
"8132","CHEM 221L","2","Organic Chemistry Lab I","1","","Lab","T","1800-2150","FORBES 3052","Eribal, Carla Sue","9","Open","15","24","","","","",
"8133","CHEM 221L","3","Organic Chemistry Lab I","1","","Lab","R","1800-2150","FORBES 3052","Carney, Tiffany","0","Closed","24","24","","","","",
"8134","CHEM 221L","4","Organic Chemistry Lab I","1","","Lab","M","1300-1650","FORBES 3052","Liskin, Dmitry","14","Open","10","24","","","","",
"8135","CHEM 221L","5","Organic Chemistry Lab I","1","","Lab","M","1800-2150","FORBES 3052","Higgs, Andrew","11","Open","13","24","","","","",
"8136","CHEM 221L","6","Organic Chemistry Lab I","1","","Lab","W","1300-1650","FORBES 3052","Liskin, Dmitry","12","Open","12","24","","","","",
"8137","CHEM 221L","7","Organic Chemistry Lab I","1","","Lab","T","1330-1720","FORBES 3052","Patterson, Joshua","0","Closed","24","24","","","","",
"8138","CHEM 221L","8","Organic Chemistry Lab I","1","","Lab","R","1330-1720","FORBES 3052","Higgs, Andrew","1","Open","23","24","","","","",
"8139","CHEM 221L","9","Organic Chemistry Lab I","1","","Lab","W","1800-2150","FORBES 3052","Liskin, Dmitry","8","Open","16","24","","","","",
"8140","CHEM 341","1","Physical Chemistry I","3","","Lec","MWF","1100-1150","FORBES 2070E","Patterson, Joshua","27","Open","21","48","","","","",
"8141","CHEM 391","1","WI: Investigating Chemical Lit","3","  WI","Lec","MWF","1000-1050","FORBES 1033","Quinlan, Ronald","6","Open","13","19","","","","",
"8142","CHEM 391","2","WI: Investigating Chemical Lit","3","  WI","Lec","MWF","1200-1250","FORBES 1033","Cole, Kathryn","9","Open","10","19","","","","",
"8143","CHEM 401","1","Inorganic Chemistry","3","","Lec","TR","1100-1215","FORBES 3048","Abdel-Fattah, Tarek","9","Open","15","24","","","","",
"8144","CHEM 401L","1","Inorganic Chemistry Lab","1","","Lab","T","1330-1720","FORBES 3048","Abdel-Fattah, Tarek","12","Open","12","24","","","","",
"8146","CHEM 445","1","Instrumental Analysis","3","","Lec","MWF","0900-0950","FORBES 3040","Quinlan, Ronald","2","Open","13","15","","","","",
"8147","CHEM 445L","1","Instrumental Analysis Lab","1","","Lab","W","1300-1650","FORBES 3040","Quinlan, Ronald","2","Open","13","15","","","","",
"8145","CHEM 465","1","Environmental Chemistry","3","","Lec","MWF","1000-1050","FORBES 2070E","Patterson, Joshua","29","Open","10","39","","","","",
"9322","CHEM 499","1","IND ST: Intumescent Films","1","","Ind","","","ARR ","Quinlan, Ronald","-1","Closed","1","0","","","","",
"9399","CHEM 499","2","IND ST: Intramolecular Cycliza","2","","Ind","","","ARR ","Carney, Jeffrey","-1","Closed","1","0","","","","",
"9412","CHEM 499","3","IND ST: Asphaltene-Inhibitor","3","","Ind","","","ARR ","Patterson, Joshua","-1","Closed","1","0","","","","",
"9439","CHEM 499","4","IND ST: Ionic Strength &amp; ABV","1","","Ind","","","ARR ","Quinlan, Ronald","-1","Closed","1","0","","","","",
"9441","CHEM 499","5","IND ST: Intumescent Films","1","","Ind","","","ARR ","Quinlan, Ronald","-1","Closed","1","0","","","","",
"9447","CHEM 499","6","IND ST: Malt Terrior","1","","Ind","","","ARR ","Quinlan, Ronald","-1","Closed","1","0","","","","",
"9448","CHEM 499","7","IND ST: Profiling of Hops","3","","Ind","","","ARR ","Quinlan, Ronald","-1","Closed","1","0","","","","",
"8153","CHEM 545","1","Instrumental Methods-Chemistry","4","","Lec","MWF","0900-0950","FORBES 3040","Quinlan, Ronald","2","Open","2","4","","","","",
"8154","CHEM 545L","1","Instrument Methods in Chem Lab","0","","Lab","W","1300-1650","FORBES 3040","Quinlan, Ronald","2","Open","2","4","","","","",
"8152","CHEM 565","1","Environmental Chemistry","3","","Lec","MWF","1000-1050","FORBES 2070E","Patterson, Joshua","2","Open","3","5","","","","",
"8720","CHIN 101","1R","Beginning Chinese I","3","","Lec","MWF","1000-1050","MCM 360","Smith, Jonathan","3","Open","16","19","","","","",
"8721","CHIN 101","2R","Beginning Chinese I","3","","Lec","MWF","1100-1150","MCM 360","Smith, Jonathan","0","Closed","19","19","","","","",
"8722","CHIN 201","1","Intermediate Chinese I","3","  LLFL","Lec","MWF","1300-1350","MCM 212","Smith, Jonathan","5","Open","14","19","","","","",
"9425","CHIN 201","2","Intermediate Chinese I","3","  LLFL","Ind","","","ARR ","Smith, Jonathan","-2","Closed","2","0","","","","",
"9381","CLAR 131","1","Applied Music: Clarinet","1","","Lab","","","ARR ","Byerly, Michael","-1","Closed","1","0","","","","",
"9348","CLAR 133","1","Applied Music: Clarinet","2","","Lab","","","ARR ","Byerly, Michael","-1","Closed","1","0","","","","",
"8724","CLST 103","1R","The Ancient World in Film","3","  AICE","Lec","MWF","0900-0950","MCM 262","Padilla, Mark","3","Open","21","24","","","","",
"8725","CLST 103","2R","The Ancient World in Film","3","  AICE","Lec","MWF","1100-1150","MCM 310","Padilla, Mark","0","Closed","24","24","","","","",
"8726","CLST 212","1M","Roman Culture","3","  AIWT","Lec","MWF","1200-1250","MCM 210","Pollio, David","-3","Closed","27","24","","","","",
"8727","CLST 212","2R","Roman Culture","3","  AIWT","Lec","MWF","1300-1350","MCM 210","Pollio, David","0","Closed","24","24","","","","",
"9407","CLST 318","1","Leaders of Rome","3","  AIWT","Lec","MWF","1300-1350","MCM 207","Buszard, Bradley","6","Open","9","15","","","","",
"9408","CLST 418","1","WI: Leaders of Rome","3","  AIWT  WI","Lec","MWF","1300-1350","MCM 207","Buszard, Bradley","3","Open","1","4","","","","",
"9363","CLST 499","1","IND ST: Classical Receptn Film","3","","Ind","","","ARR ","Padilla, Mark","-2","Closed","2","0","","","","",
"8288","COLL 140","1","The Transitional Learner","2","","Lec","MW","1300-1350","FORBES 2070D","Smittle, Madison","1","Open","28","29","","","","",
"8289","COLL 140","2","The Transitional Learner","2","","Lec","TR","1330-1420","FORBES 2070C","Claytor, Victoria","1","Open","28","29","","","","",
"9378","COLL 140","4","The Transitional Learner","2","","Lec","MW","1730-1820","FERG 210","Park, David","1","Open","18","19","","","","",
"8291","COLL 150","1","The Intentional Learner","2","","Lec","MW","1200-1250","MCM 262","Moody, Michelle","5","Open","24","29","","","","",
"9382","COLL 150","2","The Intentional Learner","2","","Lec","MW","1100-1150","MCM 262","Grubb, Brittany","6","Open","23","29","","","","",
"8292","COLL 277","1","Internship: Course for Career","1 - 3","","Pra","","","ARR ","Hobgood, Sarah; Staton, Logan","1","Open","18","19","","","","",
"8437","COMM 201","1C","Public Speaking","3","","Lec","MW","1800-1915","LUTR 139","Williams, Franklin","0","Closed","16","16","","","","",
"8436","COMM 201","3","Public Speaking","3","","Lec","MWF","1500-1550","FORBES 2014","Tabbanor, Michelle","2","Open","14","16","","","","",
"8438","COMM 201","5","Public Speaking","3","","Lec","MW","1930-2045","LUTR 139","Williams, Franklin","1","Open","15","16","","","","",
"8439","COMM 201","6","Public Speaking","3","","Lec","M","1930-2215","LUTR 372","Connelly, Christopher","1","Open","15","16","","","","",
"9231","COMM 201","8","Public Speaking","3","","Lec","M","1930-2215","LUTR 170","Wroten, Amanda","1","Open","15","16","","","","",
"9232","COMM 201","9","Public Speaking","3","","Lec","T","1930-2215","LUTR 142","Wroten, Amanda","0","Closed","16","16","","","","",
"8441","COMM 211","1","Interpersonal Communication","3","","Lec","MWF","1200-1250","LUTR 121","Lane, Brianna","3","Open","92","95","","","","",
"8442","COMM 222","1","Media, Culture, and Technology","3","","Lec","TR","0930-1045","LUTR 121","Biddle, Kathryn","16","Open","79","95","","","","",
"9238","COMM 232","1","Comm Through Digital Media","3","  AICE","Lec","MWF","1000-1050","TRIB 1210","Kearney, Colin","0","Closed","19","19","","","","",
"9235","COMM 232","2","Comm Through Digital Media","3","  AICE","Lec","MWF","1100-1150","TRIB 1210","Kearney, Colin","0","Closed","19","19","","","","",
"8443","COMM 239","1M","Argumentation","3","  LLFR","Lec","TR","1100-1215","TFAC 205","Sery, Joseph","1","Open","18","19","","","","",
"8444","COMM 239","2","Argumentation","3","  LLFR","Lec","TR","1500-1615","TRIB 1210","Merrill, Julia","0","Closed","19","19","","","","",
"8445","COMM 239","3","Argumentation","3","  LLFR","Lec","TR","1630-1745","TRIB 1210","Merrill, Julia","1","Open","18","19","","","","",
"8446","COMM 239","4M","Argumentation","3","  LLFR","Lec","TR","1800-1915","LUTR 139","Ashby, John","3","Open","16","19","","","","",
"8447","COMM 239","5","Argumentation","3","  LLFR","Lec","TR","1930-2045","LUTR 139","Ashby, John","2","Open","17","19","","","","",
"8448","COMM 249","1","Introduction to Rhetoric","3","","Lec","MWF","1000-1050","LUTR 131","Steiner, Mark","0","Closed","19","19","","","","",
"8449","COMM 249","2","Introduction to Rhetoric","3","","Lec","MWF","1100-1150","LUTR 131","Steiner, Mark","1","Open","18","19","","","","",
"8450","COMM 249","3","Introduction to Rhetoric","3","","Lec","MWF","1300-1350","FORBES 3012","Steiner, Mark","2","Open","17","19","","","","",
"9213","COMM 302","1","Critical Media Theory","3","","Lec","TR","1330-1445","LUTR 139","Sarkissian, Raffi","-4","Closed","18","14","","","","",
"9214","COMM 302","2","Critical Media Theory","3","","Lec","TR","1630-1745","LUTR 139","Sarkissian, Raffi","-5","Closed","19","14","","","","",
"9215","COMM 303","1","Rhetorical Theory","3","","Lec","MWF","1100-1150","LUTR 139","Connable, Sean","-4","Closed","18","14","","","","",
"9216","COMM 304","1","Interpersonal Theory","3","","Lec","TR","1330-1445","LUTR 131","Roach&#233;, David","0","Closed","19","19","","","","",
"9217","COMM 304","2","Interpersonal Theory","3","","Lec","TR","1500-1615","LUTR 131","Roach&#233;, David","8","Open","11","19","","","","",
"9236","COMM 305","1","First Amndmnt, Culture, &amp; Comm","3","  AIDE","Lec","TR","1330-1445","TFAC 204","Sery, Joseph","1","Open","18","19","","","","",
"8452","COMM 311","1","Family Communication","3","","Lec","MWF","0900-0950","LUTR 139","Manning, Linda","0","Closed","24","24","","","","",
"8453","COMM 311","2","Family Communication","3","","Lec","MWF","1000-1050","LUTR 139","Manning, Linda","-1","Closed","25","24","","","","",
